time,accel_z
1678662649.272001,3
1678662649.2720351,2000
1678662649.272286,1
1678662649.272309,3
1678662649.2725718,6
1678662649.272591,8
1678662649.274784,8
1678662649.275234,7
1678662649.275423,4
1678662649.277611,3
1678662649.279592,2
1678662649.279698,1
1678662649.280471,1
1678662649.2806451,2
1678662649.2807438,3
1678662649.2819898,4
1678662649.2827861,7
1678662649.2828832,7
1678662649.2829802,6
1678662649.283722,3
1678662649.284204,2
1678662649.284241,2
1678662649.284259,2
1678662649.284299,4
1678662649.28513,6
1678662649.285218,7
1678662649.285779,6
1678662649.28672,4
1678662649.2868638,1
1678662649.287439,2000
1678662649.28771,1999
1678662649.287731,2
1678662649.289545,4
1678662649.28957,4
1678662649.2897449,4
1678662649.290661,3
1678662649.290684,3
1678662649.290765,4
1678662649.2914848,4
1678662649.291587,4
1678662649.2916532,3
1678662649.291672,4
1678662649.292407,4
1678662649.292492,3
1678662649.292777,4
1678662649.2935739,3
1678662649.293622,4
1678662649.294026,4
1678662649.294244,4
1678662649.2945201,4
1678662649.294687,4
1678662649.294765,4
1678662649.294782,4
1678662649.294915,4
1678662649.2949362,4
1678662649.2949572,4
1678662649.294979,4
1678662649.295159,5
1678662649.29522,4
1678662649.295276,4
1678662649.295309,4
1678662649.295348,4
1678662649.295435,5
1678662649.295451,4
1678662649.295467,4
1678662649.2955232,3
1678662649.295553,4
1678662649.2955709,4
1678662649.295584,4
1678662649.295676,4
1678662649.599896,3
1678662649.600055,3
1678662649.6004338,4
1678662649.600547,4
1678662649.6005828,5
1678662649.6006,4
1678662649.6006222,4
1678662649.603832,4
1678662649.603864,3
1678662649.603969,3
1678662649.603988,4
1678662649.6040032,4
1678662649.604023,3
1678662649.604856,4
1678662649.6049888,5
1678662649.6054552,4
1678662649.605502,3
1678662649.605982,4
1678662649.606032,4
1678662649.606048,4
1678662649.606066,3
1678662649.6066508,4
1678662649.6067479,4
1678662649.607042,4
1678662649.6070578,3
1678662649.607094,3
1678662649.607743,4
1678662649.608644,4
1678662649.6086662,4
1678662649.609076,4
1678662649.609099,3
1678662649.6091142,4
1678662649.6091352,4
1678662649.6097012,4
1678662649.609771,4
1678662649.610144,3
1678662649.610236,4
1678662649.610283,4
1678662649.6102998,3
1678662649.610328,4
1678662649.61103,4
1678662649.611135,4
1678662649.611201,4
1678662649.61122,4
1678662649.611784,4
1678662649.6119082,4
1678662649.612299,4
1678662649.612469,3
1678662649.6124852,3
1678662649.6124978,4
1678662649.6126568,3
1678662651.921972,4
1678662651.9222798,4
1678662651.925639,3
1678662651.9256608,4
1678662651.925689,4
1678662651.926443,3
1678662651.926513,4
1678662651.926538,4
1678662651.926632,4
1678662651.926659,3
1678662651.9277499,3
1678662651.9277802,3
1678662651.927826,4
1678662651.927847,4
1678662651.928509,4
1678662651.92856,3
1678662651.928575,4
1678662651.928588,3
1678662651.928601,4
1678662651.92862,4
1678662651.929524,4
1678662651.9295418,4
1678662651.929557,4
1678662651.92957,4
1678662651.929588,3
1678662651.93049,3
1678662651.9305222,3
1678662651.930538,4
1678662651.9305558,4
1678662651.930578,4
1678662651.931513,4
1678662651.931895,4
1678662651.9484942,4
1678662651.948556,4
1678662651.948579,5
1678662651.9488719,4
1678662651.948889,3
1678662651.94891,4
1678662651.94909,4
1678662651.949106,4
1678662651.949119,4
1678662651.949134,4
1678662651.9491599,4
1678662651.9566898,4
1678662651.956706,4
1678662651.956727,4
1678662651.9568179,4
1678662651.9568388,4
1678662651.956963,4
1678662651.95698,4
1678662651.957008,3
1678662651.95836,3
1678662651.9585621,4
1678662651.95925,4
1678662651.959272,4
1678662651.96031,4
1678662651.980632,4
1678662651.980709,3
1678662651.9808588,3
1678662651.980978,4
1678662651.98129,4
1678662651.981525,4
1678662651.981549,5
1678662651.9831,3
1678662651.9833422,3
