time,accel_z
1678660714.270344,4
1678660714.270367,4
1678660714.2703831,4
1678660714.270397,4
1678660714.27041,4
1678660714.270426,3
1678660714.270571,4
1678660714.270601,5
1678660714.270695,4
1678660714.270902,5
1678660714.27187,5
1678660714.27191,4
1678660714.272071,4
1678660714.273265,4
1678660714.2733839,4
1678660714.2734451,4
1678660714.273559,3
1678660714.2736452,4
1678660714.273823,4
1678660714.2739289,4
1678660714.274059,4
1678660714.2741172,4
1678660714.274168,4
1678660714.2742982,3
1678660714.274333,4
1678660714.274369,4
1678660714.274571,3
1678660714.2746,4
1678660714.313192,4
1678660714.313225,3
1678660714.3132422,3
1678660714.313448,3
1678660714.313474,4
1678660714.31354,3
1678660714.3135638,3
1678660714.3135948,4
1678660714.3137112,3
1678660714.313766,4
1678660714.313791,4
1678660714.313807,4
1678660714.31382,3
1678660714.313833,4
1678660714.313847,4
1678660714.3138711,4
1678660714.314253,4
1678660714.315485,4
1678660714.31554,4
1678660714.3156428,4
1678660714.315711,4
1678660714.315729,4
1678660714.3157482,4
1678660714.3157911,3
1678660714.315813,4
1678660714.315828,3
1678660714.3158422,4
1678660714.3158941,4
1678660714.315923,4
1678660714.3159418,4
1678660714.316194,4
1678660714.316216,3
1678660714.316233,4
1678660714.3162491,4
1678660714.316262,4
1678660714.316276,4
1678660714.316292,4
1678660714.316393,4
1678660714.316482,4
1678660714.316548,4
1678660714.3305972,3
1678660714.330657,3
1678660714.3308601,4
1678660714.330891,4
1678660714.3309062,4
1678660714.3309572,4
1678660714.330988,4
1678660714.3449411,4
1678660714.345,4
1678660714.3450198,4
1678660714.345072,3
1678660714.345101,3
1678660714.345304,4
1678660714.35358,4
1678660714.3537102,3
1678660714.3537421,4
1678660714.353805,3
1678660714.35406,4
1678660714.363337,4
1678660714.363363,3
1678660714.3633852,4
1678660714.529013,3
1678660714.5290492,4
1678660714.5291252,3
1678660714.529533,3
1678660714.529563,4
1678660714.529651,3
1678660714.529668,3
1678660714.529682,4
1678660714.529744,3
1678660714.5297668,4
1678660714.532126,4
1678660714.5322251,4
1678660714.532358,3
1678660714.533568,3
1678660714.53365,3
1678660714.5337899,4
1678660714.5347998,4
1678660714.53689,4
1678660714.537112,4
1678660714.537248,4
1678660714.540032,3
1678660714.542225,4
1678660714.5423648,3
1678660714.543602,4
1678660714.543712,4
1678660714.5438259,4
1678660714.543898,3
1678660714.545054,4
1678660714.5450828,4
1678660714.545173,4
1678660714.5465229,4
1678660714.5465941,3
1678660714.546664,4
1678660714.547559,4
1678660714.547679,3
1678660714.547762,4
1678660714.549953,4
1678660714.5500119,4
1678660714.5507789,3
1678660714.55082,4
1678660714.550842,3
1678660714.550855,3
1678660714.550873,4
1678660714.551829,3
1678660714.551936,4
1678660714.55196,4
1678660714.552707,4
1678660714.552726,4
1678660714.552744,4
1678660714.5527859,4
1678660714.552804,4
1678660714.553653,4
1678660714.553671,4
1678660714.553685,4
1678660714.553705,4
1678660714.554434,5
1678660714.5544991,4
1678660714.554519,4
1678660714.554585,4
1678660714.55535,4
1678660714.555406,4
1678660714.555425,4
1678660714.555488,3
1678660714.556292,4
