time,accel_z
1678660694.363551,1958
1678660694.381262,1950
1678660694.381293,1947
1678660694.3813949,1942
1678660694.3911161,1941
1678660694.395112,1938
1678660694.3952289,1939
1678660694.395324,1939
1678660694.3953989,1940
1678660694.397505,1939
1678660694.3975239,1938
1678660694.404086,1936
1678660694.404105,1940
1678660694.404133,1946
1678660694.404209,1948
1678660694.404236,1948
1678660694.40431,1946
1678660694.4115992,1948
1678660694.412139,1953
1678660694.4129229,1957
1678660694.4479501,1961
1678660694.448948,1964
1678660694.449135,1969
1678660694.450005,1973
1678660694.4501529,1977
1678660694.45072,1983
1678660694.4509592,1987
1678660694.4518259,1992
1678660694.4524548,1999
1678660694.457076,6
1678660694.457244,9
1678660694.457858,13
1678660694.4579241,17
1678660694.458376,23
1678660694.458476,29
1678660694.606483,31
1678660694.606517,30
1678660694.606608,30
1678660694.606669,27
1678660694.60669,25
1678660694.60671,24
1678660694.606784,24
1678660694.606844,26
1678660694.606911,30
1678660694.609337,30
1678660694.609356,31
1678660694.60937,36
1678660694.6093829,40
1678660694.609407,43
1678660694.610949,46
1678660694.6111841,47
1678660694.611249,51
1678660694.612484,56
1678660694.6125598,59
1678660694.614665,59
1678660694.6147132,59
1678660694.614728,56
1678660694.614741,51
1678660694.614754,52
1678660694.614798,57
1678660694.614828,56
1678660694.616144,53
1678660694.616263,54
1678660694.616865,54
1678660694.6172879,50
1678660694.6180758,45
1678660694.618159,38
1678660694.618259,32
1678660694.6189802,26
1678660694.619539,23
1678660694.619748,21
1678660694.6201658,15
1678660694.6201868,10
1678660694.620843,4
1678660694.620863,1998
1678660694.621493,1997
1678660694.636148,1997
1678660694.63638,1998
1678660694.636404,1995
1678660694.636446,1992
1678660694.6367848,1988
1678660694.6368709,1984
1678660694.639158,1982
1678660694.639179,1979
1678660694.639206,1980
1678660694.639314,1980
1678660694.640173,1983
1678660694.640199,1985
1678660694.6402729,1987
1678660694.641116,1988
1678660694.6411872,1992
1678660694.641247,1992
1678660694.6418922,1993
1678660694.642248,1996
1678660694.642273,1999
1678660694.6429708,2000
1678660694.643434,1
1678660694.643453,2
1678660694.643477,4
1678660694.643803,1
1678660694.644628,1999
1678660694.6472168,1998
1678660694.648142,2
1678660694.648334,5
1678660694.648921,7
1678660694.649009,6
1678660694.6495419,6
1678660694.6496441,5
1678660694.649667,1
1678660694.650615,1997
1678660694.650759,1993
1678660694.6508002,1989
1678660694.6508212,1986
1678660694.6517031,1980
1678660694.651786,1969
1678660694.652212,1965
1678660694.6540859,1963
1678660694.6541948,1958
1678660694.654241,1952
1678660694.6542609,1944
1678660694.6659021,1937
1678660694.6675332,1928
1678660694.667556,1925
1678660694.6756039,1925
1678660694.675636,1928
1678660694.675781,1927
1678660694.6758962,1926
1678660694.675984,1926
