"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.632269125E0,-2.989236975E-1,-5.249678087E-1,7.175235271E-1,9.379693967E-1
1.642238125E0,-3.271874934E-1,-3.788564511E-1,-1.899620032E-1,5.354151931E-1
1.652207125E0,2.192299854E-1,1.470659156E-1,-6.317799568E-1,6.847160607E-1
1.662176125E0,2.776045299E-1,1.063066929E-1,-4.373407406E-1,5.288027150E-1
1.672145125E0,1.940385358E-1,2.055761155E-1,1.065906483E-1,3.021159694E-1
1.682114125E0,4.142525710E-2,1.028498555E-1,3.172307450E-1,3.360498330E-1
1.692083125E0,-2.414370161E-1,-2.375568768E-1,-3.655983281E-1,4.983846306E-1
1.702051125E0,-6.737300746E-2,-1.531568139E-1,-1.056901771E-1,1.979053949E-1
1.712020125E0,-5.453698039E-3,-2.271927236E-1,5.206477761E-1,5.680848381E-1
1.721989125E0,-1.208191898E-2,5.679290928E-3,5.347652936E-1,5.349319081E-1
1.731958125E0,-1.006011260E-1,-1.673853189E-2,-3.583097738E-1,3.725408152E-1
1.741927125E0,-3.507814106E-2,-8.519349352E-2,-5.732762253E-1,5.806324464E-1
1.751896125E0,4.841648050E-2,-1.459404727E-1,8.475515699E-1,8.613863482E-1
1.761865125E0,2.289436724E-1,4.699372502E-1,2.048343962E-1,5.614386468E-1
1.771833125E0,1.692567933E-2,2.758144414E-1,-7.698794961E-1,8.179697569E-1
1.781802125E0,-1.511790298E-1,2.277760565E-1,-8.278312504E-1,8.718036534E-1
1.791771125E0,2.654999164E-1,4.726214511E-1,-5.678874314E-2,5.450561467E-1
1.801740125E0,2.431453897E-1,2.146972238E-1,5.219283164E-1,6.145109811E-1
1.811709042E0,7.156261057E-4,-1.718452826E-2,5.814699286E-1,5.817242457E-1
1.821678042E0,-3.113920078E-2,-1.808169214E-1,-3.117133123E-1,3.617037433E-1
1.831647042E0,-4.850744125E-2,1.015318566E-1,-4.232460272E-1,4.379485008E-1
1.841615042E0,9.774501700E-2,1.729405392E-2,8.425019145E-2,1.301970330E-1
1.851584042E0,-4.788770948E-2,1.674255185E-2,7.747268379E-1,7.763859988E-1
1.861553042E0,-1.165003267E-1,-1.014676468E-1,-6.008879471E-1,6.204307652E-1
1.871522042E0,-4.590104487E-2,-2.014490777E-1,-7.406364012E-1,7.689154151E-1
1.881491042E0,-7.359375056E-2,-1.284845971E-1,5.854612380E-1,6.038950182E-1
1.891460042E0,3.455727839E-1,-2.315043874E-1,5.224007714E-1,6.677704668E-1
1.901429042E0,5.667076825E-1,-9.786623709E-2,-1.756018263E-1,6.013080735E-1
1.911397042E0,3.316936136E-1,-3.224030092E-1,3.430771923E-1,5.759047782E-1
1.921366042E0,4.684533365E-3,-4.512185222E-1,6.736781806E-1,8.108405457E-1
1.931335042E0,-1.306992301E-1,-4.171810759E-1,4.795897973E-1,6.489443061E-1
1.941304042E0,1.526166409E-1,-1.834766005E-1,-5.824148387E-1,6.294144472E-1
1.951273042E0,7.071015961E-2,1.546492061E-1,-2.844085693E-1,3.313676779E-1
1.961242042E0,-2.629853214E-1,1.561441564E-1,8.842744231E-3,3.059746247E-1
1.971211042E0,-2.715387015E-1,2.872270004E-1,-4.891061407E-1,6.288540634E-1
1.981179042E0,-5.748440100E-1,-5.052370738E-2,-4.173099339E-1,7.121417428E-1
1.991148042E0,-1.467561959E-1,1.338178791E-1,-5.501060486E-2,2.060843818E-1
2.001117042E0,1.546588540E-2,3.237089483E-1,4.960409385E-1,5.925228177E-1
2.011086042E0,-2.660735648E-1,2.985233825E-2,1.044704479E-1,2.874028157E-1
2.021055042E0,-2.711355360E-1,3.946643986E-2,3.413662970E-2,2.761111882E-1
2.031024042E0,-1.291231496E-1,4.968522031E-1,-1.399115914E-1,5.320809646E-1
2.040993042E0,-2.187685304E-1,6.043137942E-1,-1.186975422E0,1.349802017E0
2.050961042E0,-3.884462867E-1,3.030307087E-1,-1.008907825E-1,5.028887333E-1
2.060930042E0,1.191284674E-1,1.851506218E-2,4.568213242E-1,4.724617673E-1
2.070899042E0,2.474269403E-1,-1.093755675E-1,7.190385407E-1,7.682444459E-1
2.080868042E0,5.287743095E-1,-1.749143399E-2,-4.410794502E-1,6.888100624E-1
2.090837042E0,5.788161698E-1,4.438756619E-2,-5.530910522E-1,8.018155190E-1
2.100806042E0,4.041744198E-1,-9.946099207E-2,-8.842510343E-2,4.255213854E-1
2.110775042E0,3.567537201E-1,9.528352194E-2,9.580393875E-1,1.026738348E0
2.120743042E0,1.774739586E-1,9.728995744E-2,2.552286243E-1,3.257360779E-1
2.130712042E0,2.420510833E-1,3.063431563E-1,-4.538374901E-1,5.986679579E-1
2.140681042E0,-2.564685264E-1,2.339408490E-1,-4.443860507E-1,5.639001578E-1
2.150650042E0,-3.556333570E-1,1.009432612E-1,-2.183367866E-1,4.293431949E-1
