"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.338825292E0,4.236489369E-1,-6.457313220E-2,9.331834584E-1,1.026878512E0
2.348795292E0,3.367573754E-1,-2.003100583E-1,1.584702446E0,1.632425034E0
2.358764292E0,3.756592301E-1,-4.532166620E-1,-1.297088433E0,1.424416934E0
2.368734292E0,3.613449538E-2,-2.568066051E-1,-1.788518257E0,1.807222424E0
2.378704292E0,9.758229995E-2,1.194326139E-1,6.264180601E-2,1.664645620E-1
2.388674292E0,-4.426630955E-2,4.404487915E-1,1.522010939E0,1.585077897E0
2.398643292E0,-2.379340771E-2,6.645670491E-1,1.076718569E0,1.265519011E0
2.408613292E0,-2.312897215E-1,2.056616494E-1,-2.170223325E0,2.192181774E0
2.418583292E0,-2.469442344E-1,2.627888915E-1,-2.409426486E0,2.436262598E0
2.428553292E0,-9.125608770E-2,4.835296146E-1,1.433839020E0,1.515923117E0
2.438522292E0,-2.698706736E-1,3.954005265E-1,4.894435251E-1,6.846361961E-1
2.448492292E0,-5.704832297E-2,7.889779642E-2,-3.007690787E-2,1.019018833E-1
2.458462292E0,1.610617196E-1,-5.170969631E-2,8.303514004E-2,1.884399233E-1
2.468432292E0,1.809973263E-1,1.533917258E-1,2.249745458E-1,3.269596305E-1
2.478401292E0,2.677940715E-2,3.047429927E-1,-2.797541857E-2,3.071938350E-1
2.488371292E0,2.446919235E-1,2.161140772E-1,-8.282756388E-2,3.368083092E-1
2.498341292E0,1.286432942E-1,3.653745990E-1,-5.182036400E-1,6.469796807E-1
2.508311292E0,-3.195801562E-1,2.718155672E-1,-7.530728441E-1,8.620521373E-1
2.518280292E0,-1.444495424E-1,-2.642383979E-1,-1.020529751E0,1.064034103E0
2.528250292E0,9.077619575E-3,-5.714921667E-1,-5.823762470E-1,8.159949712E-1
2.538220292E0,5.966157155E-2,-4.620759611E-1,6.675508833E-1,8.140625767E-1
2.548190292E0,-8.255903050E-4,-4.250276373E-1,2.232500850E0,2.272599661E0
2.558159292E0,5.064538794E-1,-3.724009423E-3,8.811689669E-1,1.016350406E0
2.568129292E0,2.707870785E-1,-8.363844479E-2,-9.039386094E-1,9.473257311E-1
2.578099292E0,2.630535693E-1,-1.075867215E-1,5.539535165E-1,6.226046751E-1
2.588069292E0,2.620925794E-1,2.511893038E-3,2.073409222E0,2.089910197E0
2.598038292E0,3.515839775E-1,-2.218464316E-1,2.281718034E-1,4.742251620E-1
2.608008292E0,1.203378177E-1,-5.908779524E-1,-3.073334554E0,3.131932826E0
2.617978292E0,-8.052017950E-2,-3.079787687E-1,-1.694399720E0,1.724043164E0
2.627948292E0,-1.807809793E-1,2.089965266E-2,1.740899118E0,1.750385185E0
2.637917292E0,-4.037944604E-1,-3.867227834E-2,1.047572538E0,1.123367141E0
2.647887292E0,-9.940897012E-2,-1.546413489E-1,-3.479105008E-1,3.934943541E-1
2.657857292E0,1.301455718E-1,-1.050553887E-1,-3.756765890E-1,4.112267065E-1
2.667827292E0,-6.423910087E-2,-1.329942257E-1,-1.055023060E0,1.065311121E0
2.677797292E0,-2.497534926E-1,-7.426152086E-2,3.699369621E-1,4.524874987E-1
2.687766292E0,-3.166436114E-1,-7.669827489E-2,1.234575266E-1,3.484071797E-1
2.697736292E0,2.323858917E-2,-4.652656538E-1,-1.432731557E-1,4.873800958E-1
2.707706292E0,3.688410477E-1,-5.325872423E-1,4.054038334E-1,7.642284719E-1
2.717676292E0,-2.026434811E-2,-5.126445459E-1,4.629895520E-1,6.910675796E-1
2.727645292E0,-1.737416991E-1,-7.160319755E-1,-3.941146141E-1,8.355921835E-1
2.737615292E0,1.791196026E-1,-2.880166120E-1,1.219033366E-1,3.604134075E-1
2.747585292E0,-7.537674934E-2,-9.377002498E-2,7.096549290E-1,7.197809321E-1
2.757555292E0,-8.276523622E-2,1.256485148E-1,-7.446487606E-2,1.678768935E-1
2.767524292E0,-3.625955636E-1,2.129464578E-2,-1.612581970E0,1.652982037E0
2.777494292E0,1.626478499E-1,-2.845904360E-1,-1.321040967E0,1.361100759E0
2.787464292E0,4.392743417E-1,-3.368571801E-1,3.129266095E-1,6.358913193E-1
2.797434292E0,-1.773162665E-2,-2.179960219E-1,8.489823836E-1,8.767027796E-1
2.807403292E0,-2.655598687E-1,-3.577776041E-2,1.177494162E0,1.207598689E0
2.817373292E0,-1.329003230E-1,-1.392507830E-1,-1.405658948E-1,2.383527789E-1
2.827343292E0,1.561774673E-1,-9.904410386E-2,5.943747336E-1,6.224808910E-1
2.837313292E0,2.361869473E-2,3.040854367E-1,1.659146272E0,1.686947583E0
2.847282292E0,-5.714268241E-2,1.331769877E-1,3.844450736E-1,4.108520547E-1
2.857252292E0,-1.834358162E-1,-2.998431721E-1,-3.706383356E0,3.723013861E0
2.867222292E0,-5.708042418E-1,-1.084157836E-1,-1.270816893E0,1.397335693E0
2.877192292E0,6.157240508E-2,2.572406695E-2,9.725761503E-1,9.748626861E-1
2.887161292E0,3.787883310E-1,-3.196820805E-2,8.043640351E-1,8.896651432E-1
2.897131292E0,3.393450973E-1,6.576230512E-2,5.757536906E-1,6.715445540E-1
2.907101292E0,1.907351879E-1,1.410221238E-1,4.175192642E-1,4.801973420E-1
2.917071292E0,2.551973966E-1,2.185346418E-1,5.729446882E-1,6.641902714E-1
2.927040292E0,3.175343616E-1,4.011875158E-2,4.832981014E-1,5.796676978E-1
2.937010292E0,3.141592391E-1,-9.821135986E-2,1.118689299E-2,3.293427475E-1
2.946980292E0,4.918508603E-1,-1.735118304E-2,1.284633279E-1,5.086463987E-1
2.956950292E0,1.930646455E-1,-2.008748354E-2,-7.972672695E-1,8.205562524E-1
2.966919292E0,-1.904743290E-2,1.377271265E-1,-1.887352574E-1,2.344196311E-1
2.976889292E0,-2.587237427E-1,4.542725960E-1,2.306972158E-1,5.714217111E-1
2.986859292E0,-2.618075459E-1,2.571276538E-1,-5.082820845E-1,6.269038992E-1
2.996829292E0,-2.012962095E-1,3.592190158E-1,-8.785406435E-1,9.702536408E-1
3.006798292E0,-2.688398643E-1,4.735899693E-1,5.995430875E-1,8.099470633E-1
3.016768292E0,-2.119108794E-1,4.785878038E-1,-7.351879656E-2,5.285428272E-1
3.026738292E0,-4.615166384E-1,2.949567271E-1,-1.066174870E0,1.198635029E0
