time,accel_z
1678134159.8446589,1999
1678134159.8447309,2
1678134159.844791,1
1678134159.844866,1
1678134159.84493,2
1678134159.844958,1
1678134159.8449721,1
1678134159.845057,2
1678134159.8450859,1
1678134159.845102,1
1678134159.845116,1
1678134159.84513,1
1678134159.845143,1
1678134159.845168,2
1678134159.845242,3
1678134159.845258,1
1678134159.845309,1
1678134159.84533,2
1678134159.845345,2
1678134159.845356,2
1678134159.8453681,2
1678134159.845408,1
1678134159.845427,1
1678134159.84544,2
1678134159.845453,2
1678134159.8454652,2
1678134159.845487,1
1678134159.8455858,1
1678134159.8456142,2000
1678134159.845628,1
1678134159.845649,2
1678134159.845707,1
1678134159.845721,2
1678134159.845734,1
1678134159.845748,1
1678134159.845762,2
1678134159.8457909,1
1678134159.8458052,2000
1678134159.845842,2
1678134159.8459048,1
1678134159.8459258,1
1678134159.8459399,2000
1678134159.845954,1
1678134159.845981,2
1678134159.846022,1
1678134159.846059,1
1678134159.84608,2
1678134159.8461041,1
1678134160.0940769,1
1678134160.094107,1
1678134160.094121,1
1678134160.094283,2000
1678134160.094311,1
1678134160.0944152,1
1678134160.0944378,2000
1678134160.094456,1
1678134160.0944798,1
1678134160.0944939,2
1678134160.094538,2
1678134160.094562,2
1678134160.094579,2
1678134160.0945961,1
1678134160.094607,1
1678134160.094618,2
1678134160.094684,2
1678134160.094697,2
1678134160.094708,1
1678134160.0947368,1
1678134160.094809,1
1678134160.0948281,2
1678134160.094841,1
1678134160.094947,2
1678134160.094962,2
1678134160.094974,1
1678134160.094987,2
1678134160.0950038,1
1678134160.0950148,2000
1678134160.095027,1999
1678134160.095086,1
1678134160.0951009,5
1678134160.095115,5
1678134160.0951831,6
1678134160.103439,4
1678134160.1035469,1
1678134160.103561,1
1678134160.103574,1
1678134160.103603,2000
1678134160.1130428,1999
1678134160.113062,1999
1678134160.113079,1
1678134160.113151,1
1678134160.238306,2
1678134160.238343,2000
1678134160.238413,3
1678134160.23844,1
1678134160.2391639,2
1678134160.2403069,2000
1678134160.2410529,1
1678134160.2410738,2
1678134160.241087,1
1678134160.241104,1998
1678134160.2411158,1
1678134160.241127,2000
1678134160.241148,2000
1678134160.2411609,1999
1678134160.241196,1
1678134160.241211,1997
1678134160.2412229,2000
1678134160.241235,2
1678134160.2412522,5
1678134160.2412622,3
1678134160.241277,6
1678134160.241288,6
1678134160.241299,4
1678134160.242032,4
1678134160.242048,2000
1678134160.24206,1999
1678134160.2420712,1994
1678134160.242091,5
1678134160.2421582,1993
1678134160.24217,6
1678134160.2421818,1997
1678134160.242194,6
1678134160.2422059,1998
1678134160.242217,2
1678134160.242228,5
1678134160.24224,2
1678134160.2422569,10
1678134160.242269,9
1678134160.242327,9
1678134160.242344,9
1678134160.242359,9
1678134160.242372,7
1678134160.2424982,2
1678134160.275744,2000
1678134160.275761,1998
1678134160.2757728,1995
1678134160.275784,1993
1678134160.275795,1990
1678134160.275807,1994
1678134160.275823,1994
1678134160.275886,1999
1678134160.275897,1999
1678134160.2759092,2
1678134160.27592,2000
1678134160.275931,4
1678134160.2759418,3
1678134160.275959,3
1678134160.276034,7
1678134160.368463,8
1678134160.368491,2000
1678134160.368573,4
1678134160.368594,1
1678134160.368663,1996
1678134160.368675,5
1678134160.3686872,1995
1678134160.368703,4
1678134160.3687732,1
1678134160.368785,4
1678134160.3687968,2
1678134160.368809,6
1678134160.3688252,2000
1678134160.3689542,1
1678134160.3689752,1
1678134160.36899,1
1678134160.3690581,1998
1678134160.369079,2000
1678134160.369327,1999
1678134160.369341,1999
1678134160.369354,1
1678134160.369366,2
1678134160.3693912,4
1678134160.3694022,2
1678134160.3694131,4
1678134160.369427,1
1678134160.369476,4
1678134160.369642,2000
1678134160.369659,1
1678134160.3696709,1999
1678134160.369683,1
1678134160.3697011,1999
1678134160.36973,2000
1678134160.369768,2000
1678134160.3697898,2
1678134160.369805,2000
1678134160.369823,1
1678134160.369983,2000
1678134160.434686,2000
1678134160.43471,1
1678134160.434725,3
1678134160.434829,1
1678134160.434848,2000
1678134160.434861,1
1678134160.434897,2000
1678134160.434913,3
1678134160.4349241,3
1678134160.434946,5
1678134160.4349592,3
1678134160.434981,3
1678134160.435013,3
1678134160.435026,3
1678134160.435037,2
1678134160.4350479,3
1678134160.43506,5
1678134160.435071,4
1678134160.435082,2
1678134160.435093,2
1678134160.435104,2
1678134160.43512,1
1678134160.467956,2000
1678134160.467981,2
1678134160.4679942,2000
1678134160.4680068,2000
1678134160.468025,1999
1678134160.4681249,1999
1678134160.468149,2000
1678134160.4681659,2000
1678134160.468232,2
1678134160.46826,3
1678134160.4682748,2
1678134160.468287,1
1678134160.468301,2
1678134160.468319,1
1678134160.468427,2
1678134160.468446,4
1678134160.468458,3
1678134160.468508,3
1678134160.468522,1
1678134160.468534,2000
1678134160.46855,2000
1678134160.468653,2000
1678134160.468668,1
1678134160.4686852,2
1678134160.531957,1
1678134160.5321019,1999
1678134160.532119,1999
1678134160.5321321,1999
1678134160.532161,1999
1678134160.532183,1
1678134160.532203,4
1678134160.532406,4
1678134160.532484,7
1678134160.532498,4
1678134160.53251,4
1678134160.5325289,2000
1678134160.532541,4
1678134160.5325701,2000
1678134160.532583,1998
1678134160.532599,1994
1678134160.5326111,10
1678134160.532622,1993
1678134160.532637,11
1678134160.5326521,1997
1678134160.532664,7
1678134160.532675,1995
1678134160.5326898,3
1678134160.532702,7
1678134160.532713,1994
1678134160.532728,7
1678134160.53274,2000
1678134160.5327518,4
1678134160.5327628,1
1678134160.532775,3
1678134160.532798,3
1678134160.532893,1997
1678134160.532907,1
1678134160.532919,2000
1678134160.532931,1999
1678134160.532942,2000
1678134160.532959,1999
1678134160.533013,3
1678134160.540313,3
1678134160.540406,3
1678134160.540891,4
1678134160.55214,3
1678134160.5522401,2
1678134160.552257,1999
1678134160.552295,1998
1678134160.552319,1999
1678134160.560684,3
1678134160.5607412,2000
1678134160.561654,4
1678134160.5736,3
1678134160.5736299,2
1678134160.573643,2
1678134160.5736551,2
1678134160.573693,1999
1678134160.580877,2
1678134160.5809112,1997
1678134160.580986,1
1678134160.62043,1
1678134160.62046,1998
1678134160.620529,1998
1678134160.621186,2000
1678134160.621208,1999
1678134160.621249,1
1678134160.632234,1
1678134160.632255,3
1678134160.632267,3
1678134160.632295,3
1678134160.632311,3
1678134160.632361,2
1678134160.632412,1
1678134160.632426,1
1678134160.632438,2000
1678134160.63245,1995
1678134160.6325061,1998
1678134160.632525,1998
1678134160.6325371,1999
1678134160.632548,1999
1678134160.632566,2000
1678134160.639654,2000
1678134160.640706,1998
1678134160.64079,1997
1678134160.640812,1999
1678134160.64832,1999
1678134160.648428,1999
1678134160.648449,1997
1678134160.656773,1995
1678134160.656846,1991
1678134160.6569102,1991
1678134160.6642041,1991
1678134160.664308,1990
1678134160.664493,1991
1678134160.6645162,1993
1678134160.675185,1994
1678134160.6752589,1997
1678134160.6752782,1999
1678134160.688879,4
1678134160.688948,6
1678134160.6889658,6
1678134160.689037,5
1678134160.6890528,4
1678134160.689596,1
1678134160.7241971,2
1678134160.724277,1999
1678134160.724399,1999
1678134160.7337658,1998
1678134160.7337868,1998
1678134160.733801,2000
1678134160.733818,2
1678134160.7338839,3
1678134160.7339158,4
1678134160.733988,5
1678134160.734161,7
1678134160.734196,9
1678134160.734299,7
1678134160.734317,9
1678134160.7343612,5
1678134160.734378,6
1678134160.73439,4
1678134160.734405,1999
1678134160.734425,2000
1678134160.8934069,3
1678134160.8935318,9
1678134160.8935528,15
1678134160.893575,21
1678134160.8936331,28
1678134160.8936472,32
1678134160.8936589,32
1678134160.8936698,27
1678134160.893682,20
1678134160.893694,11
1678134160.893706,6
1678134160.8937888,1999
1678134160.89391,1998
1678134160.893924,1994
1678134160.8939362,1999
1678134160.8939478,1995
1678134160.893961,1996
1678134160.8939872,1996
1678134160.894018,1998
1678134160.894034,1996
1678134160.894046,1998
1678134160.894058,1998
1678134160.894071,1998
1678134160.894082,1997
1678134160.894094,1998
1678134160.8941052,2000
1678134160.894119,2
1678134160.894134,4
1678134160.8944519,12
1678134160.8944662,14
1678134160.894478,13
1678134160.89449,10
1678134160.8945532,6
1678134160.894567,1999
1678134160.894579,3
1678134160.894594,2000
1678134160.89461,8
1678134160.8946218,6
1678134160.894633,9
1678134160.8947,4
1678134160.894721,1996
1678134161.019958,1995
1678134161.019985,1986
1678134161.0199978,1984
1678134161.02001,1984
1678134161.020027,1978
1678134161.0200908,1982
1678134161.020103,1989
1678134161.0201159,1997
1678134161.020134,12
1678134161.020222,11
1678134161.020239,22
1678134161.02027,15
1678134161.0202932,11
1678134161.0203068,10
1678134161.020362,6
1678134161.020378,6
1678134161.020391,1
1678134161.020403,1997
1678134161.020416,1989
1678134161.020428,1988
1678134161.02044,1980
1678134161.020452,1985
1678134161.0204642,1985
1678134161.0205078,1998
1678134161.020524,1996
1678134161.020542,4
1678134161.020619,3
1678134161.0206342,4
1678134161.0206459,3
1678134161.0206568,6
1678134161.02067,9
1678134161.0215528,9
1678134161.02157,10
1678134161.0215838,7
1678134161.021676,2000
1678134161.0216892,1992
1678134161.021709,1991
1678134161.0217972,1991
1678134161.0297668,1998
1678134161.0298471,1987
1678134161.0298638,1985
1678134161.029936,8
1678134161.03008,5
1678134161.038102,17
1678134161.038168,19
1678134161.038238,13
1678134161.046838,1996
1678134161.046879,1980
1678134161.046894,1972
1678134161.046921,1969
1678134161.055167,1976
1678134161.055242,1981
1678134161.055318,1992
1678134161.0627398,10
1678134161.06295,25
1678134161.062973,38
1678134161.063995,40
1678134161.077661,43
1678134161.0776792,24
1678134161.0776992,11
1678134161.088311,1998
1678134161.0883698,1982
1678134161.088385,1979
1678134161.0884,1975
1678134161.088418,1983
1678134161.088459,1993
1678134161.1352792,1993
1678134161.135306,1996
1678134161.135319,1993
1678134161.135332,1989
1678134161.135349,1990
1678134161.135454,1983
1678134161.135468,1986
1678134161.135485,1986
1678134161.135675,1994
1678134161.135689,1998
1678134161.1357021,13
1678134161.135713,25
1678134161.135745,42
1678134161.135773,51
1678134161.135913,61
1678134161.1359308,61
1678134161.135943,55
1678134161.135975,60
1678134161.147012,32
1678134161.147134,18
1678134161.14715,1989
1678134161.1471622,1985
1678134161.148138,1972
1678134161.1481578,1972
1678134161.148265,1976
1678134161.1482828,1984
1678134161.1648178,1
1678134161.164843,15
1678134161.164856,14
1678134161.164879,20
1678134161.16493,20
1678134161.174366,30
1678134161.174434,24
1678134161.174452,19
1678134161.1745222,5
1678134161.174538,1996
1678134161.174614,1987
1678134161.185057,1982
1678134161.185077,1988
1678134161.185088,1981
1678134161.1851141,1990
1678134161.1851342,1994
1678134161.286599,1
1678134161.286624,7
