time,accel_z
1678133999.107841,1
1678133999.107866,2
1678133999.1078799,1
1678133999.1078951,1
1678133999.107908,1
1678133999.107921,1
1678133999.107934,2
1678133999.107947,2
1678133999.1079612,1
1678133999.1079738,2
1678133999.107986,1
1678133999.108,1
1678133999.108012,1
1678133999.108025,1
1678133999.108038,2
1678133999.1080801,2
1678133999.1081228,1
1678133999.1081421,1
1678133999.108156,1
1678133999.108169,2
1678133999.108182,1
1678133999.108195,1
1678133999.108211,1
1678133999.108225,2000
1678133999.108238,2
1678133999.1082501,2
1678133999.108279,2
1678133999.108292,1
1678133999.108306,2
1678133999.1083179,2
1678133999.10833,2
1678133999.108342,1
1678133999.108354,2
1678133999.108366,2
1678133999.1083798,1
1678133999.108448,1
1678133999.108469,1
1678133999.1084821,1
1678133999.108495,2
1678133999.1085079,2000
1678133999.10852,2
1678133999.108533,1
1678133999.108545,2
1678133999.1085598,2
1678133999.108572,2
1678133999.108584,2
1678133999.108596,2
1678133999.108608,1
1678133999.10862,2
1678133999.108632,2
1678133999.108644,2000
1678133999.1086562,1
1678133999.1086679,2
1678133999.10868,2
1678133999.108695,2
1678133999.128157,1
1678133999.12818,4
1678133999.128223,2
1678133999.128431,1999
1678133999.128448,2000
1678133999.12849,1
1678133999.128542,3
1678133999.128559,3
1678133999.12858,1
1678133999.128593,2
1678133999.128605,2
1678133999.128618,1
1678133999.128636,1
1678133999.128648,2
1678133999.128664,3
1678133999.12881,3
1678133999.1288252,2000
1678133999.128837,1
1678133999.1288488,2000
1678133999.128879,2
1678133999.1288939,1
1678133999.128911,2
1678133999.128978,3
1678133999.128991,2
1678133999.129036,1
1678133999.12906,2000
1678133999.135756,1
1678133999.135782,1
1678133999.1358001,2000
1678133999.144266,2
1678133999.144307,2
1678133999.144415,1
1678133999.1520178,2
1678133999.1520488,2
1678133999.152063,2000
1678133999.152093,2
1678133999.1594958,1
1678133999.1595159,2
1678133999.1595352,2
1678133999.16826,2
1678133999.168413,1
1678133999.1685371,2
1678133999.181891,1
1678133999.18191,2
1678133999.181988,1
1678133999.198248,2
1678133999.198266,1
1678133999.1982841,1
1678133999.198559,1
1678133999.198577,2
1678133999.198592,1
1678133999.198604,1
1678133999.198636,2
1678133999.1986592,2
1678133999.208947,1
1678133999.20902,2
1678133999.209044,1
1678133999.209125,1
1678133999.2217898,2
1678133999.221866,1
1678133999.221952,2
1678133999.2220411,1
1678133999.222066,1
1678133999.232521,2
1678133999.232542,1
1678133999.232554,1
1678133999.232569,2
1678133999.232681,1
1678133999.598948,1
1678133999.598977,1
1678133999.5989912,1
1678133999.599006,1
1678133999.599024,1
1678133999.59912,1
1678133999.59921,2
1678133999.599224,1
1678133999.599241,2
1678133999.599479,1
1678133999.599508,2000
1678133999.599523,1
1678133999.5995362,2
1678133999.5995488,2
1678133999.599562,1
1678133999.599574,1
1678133999.599607,2000
1678133999.5996292,1
1678133999.5996501,1
1678133999.599797,2
1678133999.599814,1
1678133999.59983,2
1678133999.5999,2
1678133999.5999172,1
1678133999.59993,1
1678133999.600048,1
1678133999.6001248,3
1678133999.60014,2
1678133999.600152,1
1678133999.600163,1
1678133999.600176,2
1678133999.60019,2
1678133999.600202,2
1678133999.600214,2
1678133999.600225,2
1678133999.600235,2
1678133999.600246,1
1678133999.6002612,2
1678133999.600272,1
1678133999.60032,1
1678133999.600333,1
1678133999.6003451,2
1678133999.600356,2
1678133999.600369,2
1678133999.60038,2
1678133999.600489,1
1678133999.600505,1
1678133999.600517,2
1678133999.600534,1
1678133999.600547,2
1678133999.600558,2000
1678133999.60087,2
1678133999.600884,2
1678133999.600896,1
1678133999.600917,1
1678133999.6009789,2000
1678133999.600991,2
1678133999.601003,2
1678133999.601014,1
1678133999.601058,1
1678133999.601304,1
1678133999.6013172,1
1678133999.6013288,1
1678133999.6013398,1
1678133999.601373,2
1678133999.601391,2
1678133999.601403,1
1678133999.601419,2
1678133999.6014311,1
1678133999.601443,1
1678133999.601469,1
1678133999.601483,1
1678133999.601494,1
1678133999.6017349,2
1678133999.601747,1
1678133999.601758,1
1678133999.601769,1
1678133999.601781,1
1678133999.601792,2
1678133999.6018062,1
1678133999.601841,2
1678134000.1235251,1
1678134000.123552,2
1678134000.123567,13
1678134000.123581,15
1678134000.1235929,15
1678134000.123605,15
1678134000.1236181,15
1678134000.12363,14
1678134000.123691,13
1678134000.123712,13
1678134000.123727,12
1678134000.123747,10
1678134000.123761,8
1678134000.12378,7
1678134000.123977,6
1678134000.124,6
1678134000.124021,3
1678134000.124037,2
1678134000.124058,2000
1678134000.1240718,2000
1678134000.124084,1998
1678134000.124098,1998
1678134000.12412,1996
1678134000.1241338,1994
1678134000.124196,1991
1678134000.124212,1988
1678134000.124224,1985
1678134000.124236,1983
1678134000.124249,1982
1678134000.1242619,1981
1678134000.124274,1981
1678134000.124285,1983
1678134000.124298,1987
1678134000.12431,1986
1678134000.124322,1992
1678134000.1243331,2000
1678134000.124345,6
1678134000.12449,15
1678134000.124505,21
1678134000.1245172,22
1678134000.1245341,14
1678134000.12464,15
1678134000.124662,13
1678134000.124727,15
1678134000.124741,17
1678134000.124753,22
1678134000.124765,23
1678134000.124778,19
1678134000.124789,17
1678134000.124801,19
1678134000.124832,19
1678134000.1248472,9
1678134000.1248598,1
1678134000.124873,1984
1678134000.124886,1979
1678134000.124915,1975
1678134000.1250072,1978
1678134000.125023,1978
1678134000.125035,1984
1678134000.1250482,1984
1678134000.12506,1998
1678134000.1250958,10
1678134000.125109,5
1678134000.125124,1
1678134000.1251369,1983
1678134000.1251478,1978
1678134000.12516,1971
1678134000.125172,1971
1678134000.1251829,1965
1678134000.125195,1972
1678134000.125207,1966
1678134000.1252239,1970
1678134000.12533,1977
1678134000.125343,1986
1678134000.125355,5
1678134000.125377,1997
1678134000.154363,2000
1678134000.1543858,2
1678134000.154422,1991
1678134000.161778,1997
1678134000.161856,1952
1678134000.161889,1957
1678134000.1619132,1964
1678134000.169292,1991
1678134000.169312,12
1678134000.169333,28
1678134000.177857,35
1678134000.177929,35
1678134000.178004,34
1678134000.188535,30
1678134000.1886039,17
1678134000.188622,16
1678134000.188694,1997
1678134000.201727,1993
1678134000.201847,1983
1678134000.201921,1990
1678134000.201945,1993
1678134000.209965,1992
1678134000.209988,1976
1678134000.210182,1974
1678134000.2102022,1971
1678134000.21027,1974
1678134000.217327,1987
1678134000.2174232,1
1678134000.217566,4
1678134000.235688,30
1678134000.2357728,29
1678134000.23579,37
1678134000.235868,31
1678134000.255556,29
1678134000.2556238,26
1678134000.2556422,37
1678134000.2557151,18
1678134000.255727,5
1678134000.255738,1992
1678134000.255755,1989
1678134000.2558138,1995
1678134000.255829,12
1678134000.2559412,22
1678134000.2559628,20
1678134000.268297,1
1678134000.2688892,1969
1678134000.268904,1962
1678134000.268915,1985
1678134000.2689269,16
1678134000.2689438,27
1678134000.281065,30
1678134000.28113,12
1678134000.2811468,2
1678134000.281224,1981
1678134000.281322,1975
1678134000.289581,1986
1678134000.289649,2000
1678134000.289665,24
1678134000.289742,51
1678134000.451311,63
1678134000.451339,63
1678134000.4513521,52
1678134000.451379,43
1678134000.451396,41
1678134000.451492,57
1678134000.4515111,57
1678134000.451613,61
1678134000.451672,64
1678134000.451688,56
1678134000.4517,59
1678134000.451712,53
1678134000.4517262,33
1678134000.4517388,13
1678134000.451753,5
1678134000.451766,1980
1678134000.4517791,1968
1678134000.451801,1961
1678134000.451814,1955
1678134000.4518259,1935
1678134000.451842,1924
1678134000.45213,1923
1678134000.4521432,1948
1678134000.4521542,17
1678134000.4521651,82
1678134000.4521768,95
1678134000.452189,95
1678134000.4522,94
1678134000.452211,76
1678134000.452245,39
1678134000.452257,9
1678134000.45227,1991
1678134000.4522922,1977
1678134000.4523132,1959
1678134000.452331,1936
1678134000.4523451,1917
1678134000.452356,1917
1678134000.452371,1909
1678134000.4523818,1900
1678134000.452404,1925
1678134000.563467,1944
1678134000.563498,1978
1678134000.5635478,1989
1678134000.563568,1983
1678134000.56361,1995
1678134000.563626,2000
1678134000.563806,1993
1678134000.563831,21
1678134000.5638459,44
1678134000.56386,51
1678134000.564072,58
1678134000.5640872,32
1678134000.5641012,7
1678134000.5641751,1983
1678134000.5641909,1961
1678134000.564204,1960
1678134000.5642262,1957
1678134000.56429,1953
1678134000.5643039,1952
1678134000.5643158,1954
1678134000.564327,1957
1678134000.5643442,1956
1678134000.564358,1967
1678134000.564369,3
1678134000.56438,43
1678134000.564394,55
1678134000.5644119,41
1678134000.564424,16
1678134000.564445,4
1678134000.5644622,1997
1678134000.5645041,13
1678134000.564518,45
1678134000.564529,44
1678134000.564546,47
1678134000.565291,28
1678134000.5653079,9
1678134000.5653188,1997
1678134000.565334,1976
1678134000.571705,1971
1678134000.571778,1986
1678134000.571798,1987
1678134000.571861,2000
1678134000.5792582,1986
1678134000.579272,1980
1678134000.5792902,1996
1678134000.585946,3
1678134000.5860622,14
1678134000.586079,15
1678134000.593042,2000
1678134000.593121,1982
1678134000.593197,1973
1678134000.6026702,1991
1678134000.602688,36
1678134000.602706,47
1678134000.611198,46
1678134000.6112719,42
1678134000.611292,38
1678134000.6124082,37
1678134000.624952,33
1678134000.625022,1999
1678134000.625034,1974
1678134000.625049,1959
1678134000.62512,1953
1678134000.656476,1949
1678134000.656554,1951
1678134000.656574,1964
1678134000.656666,1965
1678134000.6721122,1955
1678134000.6723032,1974
1678134000.672318,1990
1678134000.67233,1998
1678134000.672351,27
1678134000.673631,38
1678134000.6736572,39
1678134000.6736698,35
1678134000.673682,25
1678134000.6736991,23
1678134000.673712,19
1678134000.673725,4
1678134000.673737,1995
1678134000.673752,1984
1678134000.673764,1975
1678134000.6738172,1982
1678134000.679828,1981
1678134000.680011,1976
1678134000.680032,1970
1678134000.680276,1971
1678134000.689141,1973
1678134000.689214,1976
1678134000.689288,1985
1678134000.7051,1997
1678134000.705167,12
1678134000.705179,39
1678134000.70519,40
1678134000.705205,39
1678134000.7052732,34
1678134000.705293,36
1678134000.7158241,33
1678134000.715839,23
1678134000.7158558,15
1678134000.728671,1999
1678134000.7287009,1979
1678134000.728721,1985
1678134000.728734,1990
1678134000.729056,1997
1678134000.729093,10
1678134000.975168,25
1678134000.975193,30
1678134000.975206,24
1678134000.975221,15
1678134000.975234,1
1678134000.9752471,1999
1678134000.975264,1994
1678134000.975282,1981
1678134000.975348,1978
1678134000.975361,1986
1678134000.975373,1992
1678134000.975384,1989
1678134000.975418,1983
1678134000.975447,1996
1678134000.975561,7
1678134000.975582,21
1678134000.975596,39
1678134000.975616,45
1678134000.975803,55
1678134000.975817,60
1678134000.975829,42
1678134000.975841,30
1678134000.975872,30
1678134000.975886,30
1678134000.975901,36
1678134000.975928,38
1678134000.9759538,37
1678134000.976108,46
1678134000.9761221,36
1678134000.9761338,50
1678134000.9761448,45
1678134000.976156,32
1678134000.976168,20
1678134000.976192,1989
1678134000.976479,1952
1678134000.976494,1947
1678134000.976505,1950
1678134000.976608,1952
1678134000.9766212,1958
1678134000.976633,1961
1678134000.9766579,1962
1678134001.076928,1974
1678134001.076961,3
1678134001.077217,60
1678134001.077307,87
1678134001.077321,90
1678134001.077419,90
1678134001.077437,79
1678134001.077451,56
1678134001.0774632,23
1678134001.077476,2
1678134001.077489,1998
1678134001.077514,1982
1678134001.077589,1962
1678134001.077604,1946
1678134001.077617,1928
1678134001.077628,1908
1678134001.077688,1908
1678134001.077707,1909
1678134001.078063,1925
1678134001.078132,1945
1678134001.0781481,1991
1678134001.078159,33
1678134001.078173,38
1678134001.078184,28
1678134001.0782862,1991
1678134001.078329,1978
1678134001.07851,1965
1678134001.078527,1974
1678134001.078544,35
1678134001.0785558,66
1678134001.078567,75
1678134001.0785868,70
1678134001.078607,52
1678134001.0786262,15
1678134001.078642,1957
1678134001.078654,1917
1678134001.0786822,1915
1678134001.0851278,1944
1678134001.085199,1989
1678134001.085217,2
1678134001.0852952,13
1678134001.0937622,25
1678134001.093826,13
1678134001.093846,2000
1678134001.1011782,2
1678134001.101226,15
1678134001.101238,10
1678134001.1012568,10
1678134001.1118588,13
1678134001.1119301,5
1678134001.111947,1988
1678134001.112023,1980
1678134001.122489,1978
1678134001.122607,1985
1678134001.122709,7
1678134001.130037,40
1678134001.130055,53
1678134001.130074,54
1678134001.130164,41
1678134001.130385,35
1678134001.140718,20
1678134001.1407528,14
1678134001.140768,3
1678134001.140784,1982
1678134001.180347,1965
1678134001.180373,1951
1678134001.180608,1940
1678134001.1806679,1937
1678134001.1887949,1954
1678134001.188915,1968
1678134001.188931,1981
1678134001.188982,1991
1678134001.188997,7
1678134001.1890152,13
1678134001.1891541,22
1678134001.1891708,39
1678134001.189186,37
1678134001.1892,34
1678134001.189211,17
1678134001.189225,1996
1678134001.189539,1986
1678134001.189556,1988
1678134001.1896582,1993
1678134001.189684,1993
1678134001.20172,1992
1678134001.201793,1992
1678134001.201807,1997
1678134001.2018182,1995
1678134001.2018292,1995
1678134001.2018461,1992
1678134001.2098181,1986
1678134001.209932,1971
1678134001.209951,1993
1678134001.218708,1984
1678134001.2188191,1995
1678134001.219591,2000
1678134001.226183,12
1678134001.2262661,32
1678134001.226316,38
1678134001.234711,36
1678134001.2347798,36
1678134001.234796,29
1678134001.2348642,25
1678134001.241197,18
1678134001.2412171,1
1678134001.241279,1996
