time,accel_z
1678474391.434834,21
1678474391.434886,20
1678474391.434923,20
1678474391.434943,19
1678474391.434957,18
1678474391.4349701,18
1678474391.434983,18
1678474391.434996,18
1678474391.435009,18
1678474391.435023,19
1678474391.435035,19
1678474391.435051,20
1678474391.4350631,21
1678474391.435082,21
1678474391.435353,22
1678474391.4353821,24
1678474391.4353962,25
1678474391.4354079,27
1678474391.435421,29
1678474391.435432,30
1678474391.435443,31
1678474391.435454,32
1678474391.43548,32
1678474391.4354959,29
1678474391.435963,28
1678474391.4361548,27
1678474391.43683,24
1678474391.436859,24
1678474391.4369211,22
1678474391.437792,21
1678474391.437964,21
1678474391.438619,22
1678474391.438654,22
1678474391.439332,25
1678474391.439554,25
1678474391.440041,27
1678474391.440365,28
1678474391.4403808,30
1678474391.4404118,32
1678474391.4404302,33
1678474391.441283,34
1678474391.441327,34
1678474391.441728,35
1678474391.441827,35
1678474391.442231,34
1678474391.4426398,31
1678474391.44266,29
1678474391.442754,28
1678474391.4434822,27
1678474391.4435,25
1678474391.443528,26
1678474391.4435499,26
1678474391.44357,26
1678474391.4443479,25
1678474391.444493,24
1678474391.444515,23
1678474391.44506,19
1678474391.445327,18
1678474391.4454029,16
1678474391.453651,13
1678474391.453724,12
1678474391.453742,12
1678474391.453762,11
1678474391.4539032,11
1678474391.454918,11
1678474391.454945,13
1678474391.454966,13
1678474391.455821,13
1678474391.4636219,14
1678474391.463831,14
1678474391.464606,14
1678474391.464837,15
1678474391.46486,14
1678474391.4649332,14
1678474391.4649532,13
1678474391.464971,12
1678474391.4658291,11
1678474391.466008,8
1678474391.466023,7
1678474391.466039,6
1678474391.466719,6
1678474391.466744,5
1678474391.466757,7
1678474391.466773,9
1678474391.46685,11
1678474391.4675462,13
1678474391.4676712,16
1678474391.46769,17
1678474391.467713,18
1678474391.46778,20
1678474391.468587,21
1678474391.46863,21
1678474391.4686458,21
1678474391.468661,20
1678474391.469355,18
1678474391.469404,15
1678474391.4694211,12
1678474393.539754,8
1678474393.539797,1999
1678474393.539837,1995
1678474393.5399418,1990
1678474393.540468,1986
1678474393.5412328,1981
1678474393.5412831,1978
1678474393.541621,1975
1678474393.541952,1973
1678474393.5422778,1972
1678474393.5426428,1971
1678474393.5430431,1971
1678474393.5434382,1972
1678474393.5434759,1972
1678474393.5439,1973
1678474393.544182,1975
1678474393.5447412,1976
1678474393.544853,1979
1678474393.545252,1981
1678474393.5456982,1983
1678474393.54577,1985
1678474393.546326,1985
1678474393.5463512,1985
1678474393.546792,1984
1678474393.546913,1983
1678474393.547201,1981
1678474393.5475469,1979
1678474393.548038,1978
1678474393.548172,1976
1678474393.5485592,1976
1678474393.549043,1975
1678474393.549124,1975
1678474393.55009,1977
1678474393.550112,1979
1678474393.550519,1981
1678474393.550545,1986
1678474393.55097,1991
1678474393.551121,1998
1678474393.5516028,5
1678474393.551651,12
1678474393.5522938,19
1678474394.977184,25
1678474394.977222,34
1678474394.977366,36
1678474394.977399,39
1678474394.977419,40
1678474394.97873,40
1678474394.978848,41
1678474394.9793448,40
1678474394.979419,40
1678474394.980105,39
1678474394.980142,39
1678474394.98074,36
1678474394.980843,34
1678474394.981429,31
1678474394.981496,25
1678474394.981965,21
1678474394.982074,17
1678474394.982847,13
1678474394.982878,9
1678474394.98347,7
1678474394.984896,5
1678474394.985861,4
1678474394.985906,4
1678474394.987066,4
1678474394.98799,5
1678474395.0125499,4
1678474395.012578,3
1678474395.0127912,1
1678474395.0128262,1997
1678474395.012845,1994
1678474395.012866,1989
1678474395.01296,1987
1678474395.0129821,1984
1678474395.013025,1983
1678474395.013165,1983
1678474395.013268,1983
1678474395.0134661,1985
1678474395.013654,1988
1678474395.013851,1990
1678474395.013964,1997
1678474395.014067,1989
1678474395.014613,1965
1678474395.01464,1980
1678474395.014723,1983
1678474395.015077,1965
1678474395.015157,8
1678474395.0152152,2
1678474395.015438,1974
1678474395.015467,1978
1678474395.0156548,1997
1678474395.015738,1996
1678474395.016,1985
1678474395.0160918,5
1678474395.016305,1994
1678474395.0163321,1985
1678474395.0166469,1975
1678474395.016674,1983
1678474395.016694,1982
1678474395.01681,1970
1678474395.0169249,1986
1678474395.017055,1978
1678474395.017231,1966
1678474395.01742,1970
1678474395.0174441,1985
1678474395.017458,1990
1678474395.017476,1970
1678474395.0175629,1992
1678474395.017662,1987
1678474395.01778,1978
1678474395.017907,1989
1678474395.0180218,1990
1678474395.0183449,12
1678474395.018455,1997
1678474395.018485,1998
1678474395.018605,1996
1678474395.0186722,1996
1678474395.0187762,1985
1678474395.018891,12
1678474395.0191848,1998
1678474395.019325,19
1678474395.0193841,1938
1678474395.019511,1954
1678474395.0196328,1977
1678474395.019864,1915
1678474395.020009,35
1678474395.020034,1946
1678474395.02035,1989
1678474395.020393,1985
1678474395.020531,1975
1678474395.020682,1938
1678474395.108681,38
1678474395.1097732,1973
1678474395.110664,1990
1678474395.111254,7
1678474395.112215,1954
1678474395.11311,62
1678474395.11394,1982
1678474395.114769,14
1678474395.115681,1999
1678474395.116579,1965
1678474395.1176808,40
1678474395.11822,1964
1678474395.1187892,44
1678474395.11946,1976
1678474395.119901,1989
1678474395.120538,1987
1678474395.120918,1937
1678474395.1257432,36
1678474395.1265018,1952
1678474395.127315,23
1678474395.128512,1958
1678474395.129021,1968
1678474395.129122,1974
1678474395.129409,1935
1678474395.129557,23
1678474395.129589,1939
1678474395.129646,23
1678474395.12967,1961
1678474395.130006,1962
1678474395.130039,1991
1678474395.13076,1912
1678474395.13079,12
1678474395.130807,1937
1678474395.1308212,1993
1678474395.130839,1952
1678474395.130941,1945
1678474395.13106,1983
1678474395.1311848,1910
1678474395.131221,5
1678474395.131405,1933
1678474395.131466,2000
1678474395.131486,1963
1678474395.13164,1989
1678474395.131684,1955
1678474395.131723,29
