time,accel_z
1678131564.0005581,2
1678131564.01894,2000
1678131564.018972,2
1678131564.0190709,3
1678131564.019101,1
1678131564.019218,3
1678131564.0192451,2000
1678131564.019259,2000
1678131564.019279,3
1678131564.0192928,4
1678131564.019306,1999
1678131564.0193212,2
1678131564.0193331,4
1678131564.019409,1
1678131564.0194938,1999
1678131564.0195231,3
1678131564.019548,2
1678131564.019882,2000
1678131564.019895,2
1678131564.019907,5
1678131564.0199192,1999
1678131564.0199301,1999
1678131564.019952,3
1678131564.0200782,2
1678131564.0200908,1999
1678131564.020113,1
1678131564.020143,3
1678131564.0201569,1
1678131564.020171,2
1678131564.0201821,3
1678131564.020231,1
1678131564.020245,2000
1678131564.020257,3
1678131564.020279,2
1678131564.020292,1
1678131564.020362,3
1678131564.026283,2
1678131564.0264478,1
1678131564.026468,1
1678131564.027127,2
1678131564.0271401,2000
1678131564.027159,2
1678131564.0391612,2
1678131564.039179,2
1678131564.0391932,3
1678131564.0392041,1
1678131564.0392299,2
1678131564.047702,3
1678131564.0477288,2
1678131564.047744,1
1678131564.04777,1
1678131564.055095,3
1678131564.0551722,2000
1678131564.055191,2
1678131564.063761,3
1678131564.063863,2000
1678131564.063879,2
1678131564.063898,3
1678131564.0753741,1
1678131564.075447,1
1678131564.075465,1
1678131564.075597,1
1678131564.083968,1
1678131564.0839858,2
1678131564.083998,2
1678131564.0840168,2000
1678131564.093624,1
1678131564.0937128,1
1678131564.093738,1
1678131564.105852,1
1678131564.105909,1
1678131564.105928,2000
1678131564.10599,2
1678131564.1060119,1
1678131564.122756,2
1678131564.122782,2
1678131564.122833,3
1678131564.122849,2
1678131564.122923,2000
1678131564.154761,2
1678131564.1547809,1
1678131564.1547918,1
1678131564.154803,2
1678131564.154814,2
1678131564.154829,3
1678131564.163262,2
1678131564.1632829,2000
1678131564.163295,1
1678131564.163306,2
1678131564.16335,2
1678131564.163407,1
1678131564.163429,3
1678131564.163627,2
1678131564.163639,2
1678131564.1636522,1
1678131564.1636631,3
1678131564.163678,1
1678131564.16419,2000
1678131564.1642292,1
1678131564.1791942,2
1678131564.179235,1
1678131564.17925,2000
1678131564.1792629,3
1678131564.179293,1
1678131564.1946251,1
1678131564.194688,2
1678131564.1947,1
1678131564.19471,1
1678131564.194726,1
1678131564.1947908,1
1678131564.2033842,2
1678131564.2034502,2000
1678131564.203462,1
1678131564.203478,2
1678131564.203556,2
1678131564.21027,1
1678131564.2102861,1
1678131564.2103019,2
1678131564.222075,2
1678131564.2221599,1
1678131564.2222478,3
1678131564.2224078,3
1678131564.2327092,2000
1678131564.232756,2
1678131564.232768,2
1678131564.232783,2
1678131564.242332,1
1678131564.24236,2
1678131564.2424908,1
1678131564.242511,1
1678131564.257705,1
1678131564.257728,1
1678131564.25775,1
1678131564.2656581,2000
1678131564.265722,2
1678131564.265733,1
1678131564.265744,2
1678131564.265764,2
1678131564.265834,2
1678131564.28161,1
1678131564.28164,3
1678131564.281922,2
1678131564.28194,1
1678131564.281951,1
1678131564.281965,2
1678131564.281995,2
1678131564.292269,1
1678131564.2923908,1
1678131564.292414,3
1678131564.292438,2
1678131564.3043652,2
1678131564.3043818,2000
1678131564.304394,2
1678131564.304405,1
1678131564.304425,1
1678131564.324488,2
1678131564.324518,2
1678131564.32453,1
1678131564.32456,1
1678131564.3245802,2
1678131564.324661,1
1678131564.335111,1
1678131564.335213,2
1678131564.3352268,1
1678131564.335238,2
1678131564.335265,2000
1678131564.335304,3
1678131564.3353221,1
1678131564.3481321,2
1678131564.348224,1
1678131564.3482409,2
1678131564.3482702,1
1678131564.348535,1
1678131564.3557172,1
1678131564.3557398,2
1678131564.355753,2
1678131564.355808,2000
1678131564.362985,2000
1678131564.363054,2
1678131564.363072,1999
1678131564.378289,1998
1678131564.3783622,2000
1678131564.378438,1999
1678131564.393224,1998
1678131564.393305,1
1678131564.393319,1
1678131564.393332,2000
1678131564.393343,1999
1678131564.393354,1998
1678131564.393373,2000
1678131564.393452,2
1678131564.402123,3
1678131564.402147,6
1678131564.402164,6
1678131564.40224,6
1678131564.411956,6
1678131564.4120362,2
1678131564.4120479,1
